,speaker,time,text,debate
888,Donald Trump,00:03:11,"Excuse me. And it wasn’t written. Whenever they write this, they keep talking about $750, which I think is a filing fee, but let me just tell you, I prepaid millions and millions of dollars in taxes, number one.",2
889,Donald Trump,00:03:23,"Number two, I don’t make money from China. You do. I don’t make money from Ukraine. You do. I don’t make money from Russia. You made $3.5 million, Joe, and your son gave you, they even have a statement that we have to give 10% to the big man. You’re the big man, I think. I don’t know, maybe you’re not, but you’re the big man, I think. Your son said we have to give 10% to the big men. Joe, what’s that all about? It’s terrible.",2
890,Moderator,00:03:50,"All right, gentlemen. I want to ask you both some questions about all of this, but…",2
891,Joe Biden,00:03:52,I have to respond to that.,2
892,Moderator,00:03:53,"I’m going to let you both respond very quickly. You just said you spoke to your accountant about potentially releasing your taxes, did he tell you when you can release them? Do you have a deadline for when you’re going to release them to the American people?",2
893,Donald Trump,00:04:02,"As soon as the auditors finish. I get treated worse than the tea party got treated, because I have a lot of people in there-",2
894,Moderator,00:04:07,[crosstalk 00:04:06].,2
895,Donald Trump,00:04:08,"… deep down in the IRS, they treat me horribly. We made a deal, it was all settled until I decide to run for president. I get treated very badly by the IRS, very unfairly, but we had a deal all done. As soon as we’re completed with the deal, I want to release it, but I have paid millions and millions of dollars and it’s worse than paying. I paid in advance. It’s called prepaying your taxes. I paid [crosstalk 00:04:32].",2
896,Moderator,00:04:31,"Okay. I want to ask you both about questions regarding your potential foreign entanglements and questions that have been raised to give you both a chance to talk about this more broadly. Respond very quickly, and then I’ll get to my question.",2
897,Joe Biden,00:04:43,"Why did he… he’s been saying this for four years, show us, just show us, stop playing around. You’ve been saying for four years you’re going to release your taxes.",2
898,Donald Trump,00:04:52,Everybody knows.,2
899,Joe Biden,00:04:53,"Nobody knows, Mr. President. What they do know is you’re not paying your taxes, or you’re paying taxes that are so low, when last time he said, what he paid, he said, I only pay that little because I’m smart. I know how to game the system. Come on. Come on, folks.",2
900,Donald Trump,00:05:10,So…,2
901,Moderator,00:05:11,"[crosstalk 00:05:11] President Trump, and then I want to get to two questions to both of you on this.",2
902,Joe Biden,00:05:13,Sure.,2
903,Donald Trump,00:05:14,"I was put through a phony witch hunt for three years. It started before I even got elected. They spied of my campaign. No president should ever have to go through what I went through. Let me just say this, Mueller and 18 angry Democrats and FBI agents all over the place spent $48 million. They went through everything I had, including my tax returns, and they found absolutely no collusion and nothing wrong. $48 million. I guarantee you, if I spent $1 million on you, Joe, I could find plenty wrong because the kind of things-",2
904,Moderator,00:05:52,All right.,2
905,Donald Trump,00:05:52,"… that you’ve done and the kind of monies that your family has taken, I mean, your brother made money in Iraq-",2
906,Moderator,00:05:58,Let me…,2
907,Donald Trump,00:05:58,"… millions of dollars. Your other brother made a fortune, and it’s all through you, Joe. And they say you get some of it. And you do live very well, you have houses all over the place. You live very well.",2
908,Moderator,00:06:08,"All right, gentlemen. Let me just ask some questions about all of this broadly. Vice-President Biden, there have been questions about the work your son has done in China and for a Ukrainian energy company when you were vice-president, in retrospect, was anything about those relationships inappropriate or unethical?",2
909,Joe Biden,00:06:24,"Nothing was unethical. Here’s what the deal. With regard to Ukraine. We had this whole question about whether or not, because he was on the board, I later learned of Burisma, a company that somehow, I had done something wrong, yet every single solitary person, when he was going through his impeachment, testifying under oath, who work for him, said I did my job impeccably. I carried out U.S. policy, not one single solitary thing was out of line, not a single thing, number one.",2
